image,status,texts,raw_texts,scores,boxes,destination,note
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742557879436-681816368.jpg,ok,15H-04070,,0.970,"[305, 544, 656, 722]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742557936409-684283279.jpg,ok,20C-28645,,0.910,"[785, 2334, 1277, 2631]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742558791007-399087604.jpg,no_plate_detected,,,,,D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742558791007-399087604.jpg,Pipeline returned no plate result.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742558835652-644321670.jpg,ok,99A-85103,,0.865,"[79, 522, 621, 659]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742559067908-229788348.jpg,ocr_empty,,,0.422,"[0, 0, 82, 92]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742559067908-229788348.jpg,All OCR texts are empty.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742559841339-472734783.jpg,ocr_empty,,034,0.967,"[431, 456, 918, 574]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742559841339-472734783.jpg,All OCR texts are empty. Rejected raw OCR: 034
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742559914197-886715012.jpg,ok,12D-01017,,0.258,"[433, 785, 511, 861]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742566118866-866887753.jpg,no_plate_detected,,,,,D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742566118866-866887753.jpg,Pipeline returned no plate result.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742572974786-667080875.jpeg,ok,29K-10749 | , | 6,0.890 | 0.408,"[98, 359, 222, 392] | [178, 438, 262, 481]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742574163242-238378587.jpg,ocr_empty,,2407,0.937,"[387, 1188, 1069, 1371]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742574163242-238378587.jpg,All OCR texts are empty. Rejected raw OCR: 2407
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742575214406-248259820.jpg,ok,29D-00437,,0.871,"[367, 848, 552, 959]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742579490696-436732321.jpeg,ok,37CC-28309,,0.929,"[104, 344, 218, 401]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742582648434-216344058.jpg,no_plate_detected,,,,,D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742582648434-216344058.jpg,Pipeline returned no plate result.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742597259373-748128974.jpg,ok,29D-20977,,0.917,"[757, 2463, 1543, 2667]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742600897943-278163678.jpeg,ok,37C-32078,,0.882,"[117, 344, 209, 396]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742602822002-655987731.jpeg,ok,36CC-72450,,0.908,"[106, 361, 228, 394]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742604061503-950919912.jpg,ok,37M-05687,,0.910,"[121, 1819, 1916, 2793]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742605674294-992006842.jpeg,ok,37HM-07725,,0.527,"[35, 316, 329, 439]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742605675047-691189249.jpg,ok,37D-7725,,0.442,"[245, 2189, 2280, 3042]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742606338584-948900037.jpg,ocr_empty,,37CA881888,0.897,"[760, 2266, 1340, 2591]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742606338584-948900037.jpg,All OCR texts are empty. Rejected raw OCR: 37CA881888
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742608013590-772740032.jpeg,ok,98H-02801,,0.948,"[106, 358, 231, 418]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742609857417-738602183.jpg,ok,37MH-02457,,0.931,"[307, 2221, 2031, 3116]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742611660460-773780924.jpeg,ok,35H-02056,,0.945,"[88, 376, 215, 439]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742611978723-29990988.jpg,ok,18M-02918,,0.745,"[197, 2258, 2098, 3164]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742612250243-179771108.jpg,ok,37C-18860,,0.933,"[382, 1124, 630, 1265]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742614929057-796505551.jpg,ok,38M-03319,,0.936,"[378, 1151, 708, 1229]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742617447762-880566176.jpg,ok,88GG-00492,,0.965,"[377, 2006, 2081, 2853]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742618692916-92558283.jpg,ok,29D-2026,,0.898,"[470, 1538, 873, 1659]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742622957389-335318155.jpeg,ok,15C-30370,,0.911,"[107, 346, 223, 405]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742625917525-282869650.jpg,ok,37C-20999,,0.948,"[588, 1832, 1231, 2167]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742626442644-660987793.jpeg,ocr_empty,,8MC7C0001434,0.909,"[129, 361, 228, 390]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742626442644-660987793.jpeg,All OCR texts are empty. Rejected raw OCR: 8MC7C0001434
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742626979481-784680336.jpg,ok,29H-25255,,0.705,"[413, 1171, 654, 1321]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742627800247-971666669.jpeg,ok,89E-00553,,0.925,"[124, 365, 224, 416]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742628424336-904538601.jpeg,ok,51C-44654,,0.944,"[123, 343, 224, 401]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742629263536-446851020.jpg,ok,20D-61884,,0.931,"[698, 2389, 1526, 2597]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742629988020-247774667.jpeg,ok,37H-06497,,0.977,"[93, 333, 225, 403]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742630742759-775266096.jpeg,ok,37H-03439,,0.941,"[38, 306, 284, 434]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742632512953-404652334.jpeg,ocr_empty, | ,91SC912774 | ,0.941 | 0.301,"[109, 350, 223, 409] | [0, 436, 321, 599]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742632512953-404652334.jpeg,All OCR texts are empty. Rejected raw OCR: 91SC912774
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742635379719-131426353.jpeg,ok,14C-6942,,0.598,"[129, 345, 205, 397]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742635446064-391030717.jpg,ocr_empty,,3770147,0.971,"[278, 1204, 1004, 1397]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742635446064-391030717.jpg,All OCR texts are empty. Rejected raw OCR: 3770147
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742636172603-468303177.jpeg,ok,98MH-03055,,0.622,"[58, 318, 241, 397]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742636345276-620481624.jpg,no_plate_detected,,,,,D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742636345276-620481624.jpg,Pipeline returned no plate result.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742636609991-191594317.jpeg,ok,37H-05078,,0.942,"[112, 354, 210, 407]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742638186903-84169932.jpeg,ocr_empty,,500450,0.937,"[54, 333, 275, 386]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742638186903-84169932.jpeg,All OCR texts are empty. Rejected raw OCR: 500450
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742642578841-785869811.jpeg,ok,36H-05598,,0.915,"[119, 340, 207, 387]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742643671689-484686709.jpg,ok,29H-59145,,0.936,"[268, 455, 643, 670]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742643852311-219287565.jpg,ok,12D-0002,,0.696,"[36, 652, 603, 942]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742644354150-394278047.jpg,ok,29HT-12472,,0.942,"[233, 935, 444, 1050]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742646457457-252765055.jpg,ok,99H-01290,,0.965,"[269, 622, 675, 805]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742648321238-139840696.jpg,ok,99H-00377,,0.877,"[592, 711, 778, 826]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742649504572-811059863.jpg,no_plate_detected,,,,,D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742649504572-811059863.jpg,Pipeline returned no plate result.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742651323095-5674491.jpeg,ok,29K-10537,,0.922,"[127, 343, 187, 379]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742651395235-603457153.jpeg,ok,29H-25255,,0.521,"[148, 358, 200, 391]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742651488035-86815088.jpg,ok,37C-15488,,0.936,"[348, 749, 516, 847]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742651620557-914441673.jpg,ok,37C-15488,,0.926,"[504, 610, 710, 720]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742654357675-143615101.jpg,ocr_empty,,98C28858888,0.898,"[516, 782, 752, 910]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742654357675-143615101.jpg,All OCR texts are empty. Rejected raw OCR: 98C28858888
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742658875989-562157158.jpeg,ok,29A-02097,,0.941,"[86, 352, 246, 387]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742659106599-3930200.jpg,no_plate_detected,,,,,D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742659106599-3930200.jpg,Pipeline returned no plate result.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742661974534-391086087.jpg,ocr_empty,,91,0.943,"[333, 2236, 1807, 2524]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742661974534-391086087.jpg,All OCR texts are empty. Rejected raw OCR: 91
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742662278365-403690728.jpeg,ok,29D-2097,,0.956,"[78, 354, 254, 392]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742663351671-952688835.jpg,ocr_empty, | ,29097 | MMMMM,0.957 | 0.620,"[339, 2174, 1688, 2479] | [253, 1728, 1869, 2192]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742663351671-952688835.jpg,All OCR texts are empty. Rejected raw OCR: 29097 | MMMMM
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742669276401-388974598.jpg,ocr_empty,,29097,0.891,"[559, 2264, 1489, 2509]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742669276401-388974598.jpg,All OCR texts are empty. Rejected raw OCR: 29097
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742671449212-810339790.jpg,ok,34H-00459,,0.951,"[404, 714, 643, 843]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742673275768-134188622.jpg,ocr_empty,,4CZ0946,0.917,"[530, 756, 681, 843]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742673275768-134188622.jpg,All OCR texts are empty. Rejected raw OCR: 4CZ0946
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742675374083-611268707.jpg,ok,34H-00119,,0.869,"[601, 783, 742, 871]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742678323747-805019535.jpg,ocr_empty,,240,0.961,"[386, 2228, 1798, 2523]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742678323747-805019535.jpg,All OCR texts are empty. Rejected raw OCR: 240
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742687567223-708938866.jpg,ok,20D-5960,,0.942,"[682, 2357, 1390, 2535]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742690917429-143495183.jpeg,ocr_empty,,500450,0.616,"[47, 319, 294, 371]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742690917429-143495183.jpeg,All OCR texts are empty. Rejected raw OCR: 500450
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742696542017-521661661.jpg,ok,20F-00565,,0.833,"[859, 2257, 1260, 2486]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742696802185-401480350.jpg,ok,37H-09040,,0.888,"[895, 3214, 1458, 3508]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742697349861-58888284.jpeg,ok,89H-03002,,0.927,"[107, 345, 211, 401]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742699487447-890380558.jpeg,ocr_empty, | ,0MMA29K4048832 | 1,0.864 | 0.461,"[119, 363, 223, 395] | [117, 508, 173, 555]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742699487447-890380558.jpeg,All OCR texts are empty. Rejected raw OCR: 0MMA29K4048832 | 1
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742699505977-231855686.jpg,ocr_empty,,2011B2,0.923,"[752, 2390, 1400, 2544]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742699505977-231855686.jpg,All OCR texts are empty. Rejected raw OCR: 2011B2
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742701854119-383110610.jpeg,ok,14C-36942 | 71AC-36942, | ,0.479 | 0.454,"[116, 358, 212, 410] | [67, 356, 212, 411]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742703537585-768809453.jpeg,ok,37C-48188,,0.842,"[133, 352, 207, 390]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742708785796-477430434.jpeg,ok,37H-02657,,0.474,"[0, 117, 256, 292]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742710214757-178250895.jpeg,ok,37H-02657 | , | M,0.892 | 0.499,"[115, 352, 220, 405] | [109, 0, 221, 84]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742714785005-343723953.jpg,ok,37H-02657,,0.956,"[584, 1853, 1198, 2158]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742716689239-156610860.jpg,ocr_empty,,14755,0.959,"[412, 2310, 2058, 2721]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742716689239-156610860.jpg,All OCR texts are empty. Rejected raw OCR: 14755
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742716892257-639861011.jpeg,ok,15HM-01476,,0.954,"[110, 352, 235, 385]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742717614547-551603110.jpeg,ok,29K-02097,,0.834,"[113, 356, 237, 391]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742717770652-173754636.jpg,ocr_empty,,2D1616,0.887,"[783, 2394, 1496, 2595]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742717770652-173754636.jpg,All OCR texts are empty. Rejected raw OCR: 2D1616
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742718944773-963577906.jpeg,ok,37CG-32078,,0.942,"[100, 327, 227, 398]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742721475353-45695095.jpg,ocr_empty,,422,0.553,"[1519, 2731, 1925, 3051]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742721475353-45695095.jpg,All OCR texts are empty. Rejected raw OCR: 422
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742722805937-324512913.jpg,ocr_empty,,N,0.507,"[1089, 1159, 1633, 1757]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742722805937-324512913.jpg,All OCR texts are empty. Rejected raw OCR: N
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742722830154-408627975.jpeg,ok,20C-16160,,0.864,"[115, 369, 214, 396]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742725831361-779894198.jpg,no_plate_detected,,,,,D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742725831361-779894198.jpg,Pipeline returned no plate result.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742728875885-804289414.jpg,ok,29H-07286,,0.933,"[330, 659, 416, 712]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742728964413-708936949.jpg,ok,29H-81553,,0.887,"[196, 792, 383, 897]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742730888408-37695195.jpeg,ok,20F-00565,,0.879,"[114, 353, 212, 404]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742731040150-791403357.jpeg,ok,29D-2097,,0.950,"[49, 345, 289, 400]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742732487029-72225305.jpg,ok,99AB-51035,,0.342,"[99, 453, 717, 613]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742732624271-206521944.jpeg,ocr_empty,,24020,0.960,"[43, 341, 277, 391]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742732624271-206521944.jpeg,All OCR texts are empty. Rejected raw OCR: 24020
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742732774352-690224541.jpg,ok,29D-24101,,0.909,"[647, 2345, 1441, 2544]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742736618923-525575119.jpg,ok,37C-56443,,0.769,"[593, 488, 780, 536]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742738976908-116343775.jpeg,ok,29D-2026,,0.953,"[55, 341, 253, 386]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742751990649-264823656.jpg,ok,29K-02365,,0.869,"[732, 2344, 1368, 2540]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742752071545-858517584.jpg,ok,98C-31760,,0.961,"[149, 618, 508, 804]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742754422525-644389192.jpg,ok,98CD-294.48,,0.988,"[193, 563, 574, 772]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742755379481-565438618.jpeg,ok,29K-02300,,0.877,"[108, 362, 229, 390]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742756283627-905120883.jpg,no_plate_detected,,,,,D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742756283627-905120883.jpg,Pipeline returned no plate result.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742757711139-870540925.jpg,ok,98C-31760,,0.970,"[168, 529, 685, 796]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742762744572-792321125.jpg,ok,44C-15408 | , | ,0.923 | 0.472,"[636, 836, 786, 921] | [0, 592, 135, 826]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742768530220-533333177.jpg,ok,29KD-20006,,0.923,"[748, 2255, 1496, 2483]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742773135291-611942713.jpg,ocr_empty,,837H05687,0.865,"[874, 2313, 1381, 2581]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742773135291-611942713.jpg,All OCR texts are empty. Rejected raw OCR: 837H05687
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742773819724-768420559.jpg,ocr_empty,,,0.781,"[360, 416, 428, 442]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742773819724-768420559.jpg,All OCR texts are empty.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742776298495-190049892.jpg,ok,15T-2774,,0.918,"[830, 2318, 1358, 2612]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742777045469-367525646.jpg,ok,29D-4832,,0.841,"[780, 2305, 1510, 2517]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742777592245-297475115.jpeg,ok,37H-07061,,0.899,"[131, 351, 210, 392]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742778239006-973965950.jpg,ok,37HT-05520,,0.885,"[868, 3028, 1430, 3340]",,At least one OCR text has a valid Vietnamese plate format.
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742778313802-323373933.jpg,ocr_empty,,710,0.436,"[485, 2249, 1498, 2538]",D:\dhtx\xulyanh\dhtx-xulyanh1\input-not-detect-2\f-1742778313802-323373933.jpg,All OCR texts are empty. Rejected raw OCR: 710
D:\dhtx\xulyanh\dhtx-xulyanh1\input\f-1742780980149-952491414.jpg,ok,37H-02621,,0.979,"[386, 1048, 1143, 1396]",,At least one OCR text has a valid Vietnamese plate format.
